Account_Length,Vmail_Message,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,CustServ_Calls,Churn,Intl_Plan,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,State
41,34,194.4,254.9,160.2,17.2,2,0,0,63,110,115,9,1
44,0,240.3,164.6,240.7,10.6,1,0,0,146,83,106,2,29
78,0,75.0,248.7,176.0,9.5,3,0,0,116,87,83,6,33
149,0,69.1,136.3,181.7,6.3,1,0,0,117,100,53,3,14
50,0,258.1,161.4,225.1,11.7,1,0,0,106,106,110,5,44
141,23,149.7,162.5,220.3,7.6,3,0,0,112,118,115,2,10
140,0,149.8,164.4,294.7,8.1,1,0,0,134,98,124,2,3
99,0,190.4,158.1,271.5,11.2,2,0,0,102,107,92,4,13
166,0,181.4,253.8,112.3,11.6,1,0,0,108,54,94,6,11
124,0,151.1,187.4,255.4,5.3,1,0,0,123,104,93,3,33
74,0,155.7,173.7,257.4,8.1,0,0,0,116,63,97,4,20
85,0,222.3,231.5,223.5,11.0,3,0,0,132,101,75,2,10
36,16,149.4,131.8,132.7,6.7,0,0,0,111,113,87,2,44
102,0,233.8,221.6,146.9,12.8,0,0,1,103,131,106,3,19
76,0,204.2,292.6,244.3,10.5,0,0,0,100,139,105,2,15
130,0,150.4,230.5,186.3,12.3,1,0,0,119,99,76,4,12
78,0,208.9,252.4,280.2,12.8,0,0,0,119,132,120,7,15
55,0,191.9,256.1,203.7,14.3,1,1,1,91,110,101,6,1
92,0,130.7,260.6,244.2,9.4,2,1,1,113,122,98,2,21
18,0,273.6,114.6,250.6,8.2,1,0,0,93,116,120,4,20
161,0,156.1,180.3,179.6,11.1,2,0,1,114,63,115,9,9
93,36,178.7,178.6,126.8,8.0,2,0,0,134,102,82,4,4
144,0,177.5,287.4,180.5,11.9,2,0,0,93,75,118,3,1
95,0,175.2,244.4,75.8,7.5,1,0,0,91,109,95,2,49
126,23,114.3,190.3,240.4,12.6,3,0,0,102,103,111,7,41
124,28,251.4,225.1,251.9,7.5,1,0,0,104,89,121,5,9
109,26,217.2,145.5,280.7,9.3,0,0,1,138,111,76,3,22
41,0,159.3,125.9,261.9,11.1,1,0,0,66,75,76,5,0
136,31,143.1,236.6,227.8,11.4,2,0,0,88,65,120,5,35
92,0,154.0,329.8,288.0,5.6,3,1,0,122,88,117,2,24
143,24,186.6,222.0,234.9,11.6,1,0,0,69,116,138,5,16
193,17,124.0,202.9,205.1,12.3,1,0,0,102,81,129,3,46
73,0,198.3,279.3,146.2,14.8,3,0,0,94,101,87,8,29
62,0,172.8,204.8,240.8,9.1,2,0,0,101,97,90,8,45
30,30,217.4,213.8,227.2,6.6,0,0,0,74,86,104,3,8
96,0,98.2,307.2,182.5,7.6,2,0,0,100,88,120,1,25
52,0,214.7,158.6,123.4,9.4,2,0,0,68,138,114,4,36
87,0,168.2,224.7,169.5,12.9,1,0,0,92,100,99,3,32
41,0,202.9,153.8,113.5,9.0,3,0,0,97,104,92,3,48
112,0,261.4,154.5,130.9,11.6,1,0,0,108,102,90,2,49
87,0,231.3,171.7,67.7,13.0,1,0,0,105,108,136,6,14
30,0,227.4,182.5,191.7,12.5,0,0,0,88,100,134,3,22
46,0,124.8,157.3,199.3,8.6,2,0,0,133,143,72,4,13
100,0,68.5,337.1,205.2,12.1,0,0,1,110,115,99,9,7
47,37,163.5,203.1,232.0,7.8,2,0,0,77,102,87,4,34
77,0,163.0,219.1,233.4,6.7,2,0,0,112,89,66,3,1
98,38,213.7,253.0,207.7,10.7,2,0,0,61,104,73,5,37
128,40,171.2,145.7,196.8,14.0,1,0,0,88,109,93,6,43
190,22,166.5,183.0,121.0,8.5,0,0,0,93,92,102,3,44
165,0,216.6,190.8,224.7,12.4,0,0,0,126,104,123,8,37
59,0,107.8,216.6,217.5,9.9,2,0,0,113,125,92,3,34
47,28,141.3,168.0,113.5,7.8,1,0,0,94,108,84,2,1
150,29,209.9,158.0,141.9,6.6,0,0,0,77,52,113,1,39
26,0,234.5,216.5,191.6,3.5,3,0,0,109,129,94,6,27
79,31,103.1,243.0,76.4,12.2,3,0,0,90,135,92,8,20
95,27,129.5,248.9,268.0,11.9,1,0,0,106,90,115,3,39
69,0,279.8,248.7,171.0,8.4,2,1,1,90,91,118,10,48
31,31,100.1,246.3,255.0,5.9,0,0,0,54,97,131,3,6
157,0,224.5,200.7,116.6,11.5,2,0,0,111,99,118,2,34
44,0,288.1,258.0,192.4,10.2,3,1,0,112,92,90,4,10
61,0,78.2,195.9,108.0,10.1,2,0,1,103,149,100,6,44
65,0,148.7,259.0,149.5,12.7,2,0,0,80,94,107,6,32
74,25,194.6,119.9,175.5,13.1,2,0,0,84,103,75,2,29
123,0,159.5,303.8,226.9,12.0,0,0,0,77,92,120,4,31
58,20,194.5,213.7,236.6,9.5,1,0,0,110,89,92,2,43
74,0,174.1,251.1,257.6,8.3,2,1,0,96,94,123,5,26
125,0,131.8,136.7,308.2,7.7,2,0,0,97,100,119,6,5
80,0,160.6,237.0,245.1,10.7,1,0,0,103,109,88,1,46
53,18,146.8,310.0,178.7,7.2,0,0,0,107,84,130,7,39
99,28,200.7,264.2,172.7,9.1,1,0,0,88,116,102,5,50
99,0,145.6,98.3,230.8,10.9,1,0,0,106,106,83,5,13
66,29,229.4,257.4,231.5,8.0,2,0,0,104,84,119,1,6
97,0,211.0,189.0,123.0,4.7,3,0,0,76,100,102,4,21
75,37,121.5,271.4,248.7,11.3,2,0,0,97,110,97,5,3
85,0,216.0,188.2,147.1,3.6,2,0,1,73,117,98,7,20
108,0,293.0,160.6,143.9,10.0,2,0,0,88,101,87,6,15
133,32,221.1,264.9,168.9,15.4,2,1,1,137,99,108,4,27
51,0,181.5,196.9,187.2,10.3,1,0,0,108,87,119,2,8
186,26,74.3,177.3,296.3,14.5,2,0,0,107,116,90,3,23
44,0,62.3,275.0,138.7,10.8,1,0,1,92,82,108,3,48
64,31,228.6,248.5,167.1,9.0,3,0,0,88,109,124,1,9
44,0,228.1,276.5,279.8,9.9,2,1,0,121,79,77,5,49
114,36,309.9,200.3,183.5,14.2,1,0,0,90,89,105,2,41
92,0,201.9,226.8,217.5,13.7,3,0,0,74,119,80,6,9
110,0,149.8,180.0,140.0,11.7,2,0,0,112,93,119,4,37
90,30,183.8,229.7,144.1,7.7,1,0,0,76,95,124,3,5
72,21,186.7,335.0,187.2,16.5,1,0,0,108,86,119,4,6
171,25,223.2,183.2,150.8,10.2,3,0,0,77,118,90,3,38
104,0,164.2,155.4,168.9,10.7,1,0,0,109,90,117,8,32
165,0,150.5,193.1,311.6,10.3,1,0,0,75,93,93,2,21
104,0,234.2,293.1,183.9,9.8,0,1,0,128,92,79,6,41
110,0,55.3,164.7,200.7,10.2,1,0,0,102,124,108,5,2
117,14,80.2,219.0,122.6,8.6,1,0,0,81,103,102,2,48
109,0,218.9,299.9,158.6,11.3,2,0,0,105,87,110,4,1
82,0,125.7,207.6,183.1,12.9,1,0,0,96,137,103,2,38
92,0,176.3,93.4,207.2,9.6,2,0,0,85,125,107,1,36
82,29,207.2,254.1,169.3,9.5,2,0,0,111,137,92,5,21
90,0,205.7,161.9,269.7,12.5,2,0,0,138,83,104,6,49
124,0,157.5,130.7,193.4,9.6,3,0,0,70,79,98,4,23
39,0,160.4,102.6,235.3,9.1,2,0,0,68,103,106,5,34
84,0,159.0,167.9,167.6,12.3,1,0,0,80,128,101,5,3
75,46,214.1,200.9,246.8,9.2,0,0,0,62,111,126,6,35
102,0,102.6,246.0,170.5,9.1,2,0,0,89,77,140,4,22
62,0,159.7,197.5,121.6,13.9,0,1,1,86,76,105,6,19
143,0,202.8,165.8,143.9,4.6,1,0,0,109,104,71,4,49
53,0,57.5,265.5,244.3,11.6,3,0,0,95,131,128,6,22
30,0,169.9,225.2,169.7,11.4,1,0,0,144,118,93,7,32
129,0,139.5,289.3,129.4,13.1,0,0,0,119,105,97,8,39
63,29,142.3,118.7,240.1,6.6,1,0,0,107,56,91,8,27
28,0,187.8,248.6,208.8,10.6,0,0,0,94,86,124,5,50
111,0,146.2,261.5,163.2,8.7,3,0,0,55,83,116,3,50
91,0,231.8,150.6,269.2,11.6,3,0,0,120,106,129,7,38
90,0,193.7,154.2,299.0,12.7,1,0,0,83,79,60,3,17
105,29,220.7,217.7,190.5,13.2,1,1,1,82,110,100,6,33
41,37,239.8,221.9,189.1,7.3,2,0,0,110,115,100,1,7
48,43,172.0,200.2,233.1,8.0,1,0,0,111,64,96,5,44
166,35,128.2,274.5,298.9,8.8,2,0,1,138,113,130,7,47
79,0,130.2,290.9,194.8,14.0,3,0,0,119,121,140,6,9
153,0,195.4,154.6,142.8,11.6,1,0,0,107,96,97,6,45
110,0,293.3,188.5,266.9,14.5,0,1,1,79,90,91,4,16
163,0,191.3,193.9,268.4,12.8,1,0,0,89,87,121,4,16
126,0,122.4,143.8,157.0,11.5,1,0,0,88,111,106,3,7
105,33,209.6,146.9,121.0,10.6,2,0,0,68,140,131,3,21
172,0,215.7,146.3,264.6,7.1,3,0,0,140,84,83,1,18
126,0,161.4,220.6,249.2,5.1,0,0,0,110,125,78,2,7
97,0,144.2,226.7,144.6,13.8,3,0,0,91,137,72,4,43
95,37,220.2,185.3,205.1,4.1,0,1,1,109,99,82,2,31
97,0,112.7,217.7,152.1,6.5,1,0,0,119,109,76,5,46
76,0,299.5,226.7,210.7,13.7,0,1,0,125,92,134,4,10
140,0,194.8,170.9,225.1,13.9,0,0,0,107,99,93,4,43
169,0,100.8,230.0,193.6,9.5,0,0,0,112,69,95,2,26
68,22,82.5,289.9,180.0,4.8,3,0,0,97,94,114,4,28
122,34,146.4,89.7,220.0,15.6,2,0,0,104,103,91,4,31
36,0,177.9,224.6,306.3,10.8,2,0,0,129,87,102,6,24
64,19,180.1,127.5,237.4,7.5,0,0,0,106,92,118,3,27
13,31,265.3,147.6,259.3,12.9,1,0,0,94,95,117,1,26
106,0,128.6,134.0,210.6,11.4,0,0,0,83,114,113,2,8
88,0,161.5,173.5,206.2,7.9,2,0,0,92,108,95,4,28
74,0,165.3,198.5,208.5,9.8,1,0,0,120,106,102,3,45
49,0,213.8,265.1,239.8,15.6,0,0,0,79,93,128,7,36
111,24,205.5,219.3,215.9,14.0,1,0,0,114,99,95,4,5
50,22,252.9,177.9,158.4,8.5,3,0,0,112,99,146,4,26
88,0,192.0,127.6,155.6,7.5,1,0,0,91,127,125,5,21
131,39,69.1,101.3,104.8,9.1,0,0,0,122,136,94,4,48
79,0,261.7,210.6,256.7,6.0,3,1,0,97,48,83,3,24
140,0,235.5,257.2,103.1,11.5,2,0,0,81,130,111,4,34
105,0,213.4,204.9,179.7,9.5,1,0,0,100,52,93,6,6
54,39,206.9,127.8,199.2,9.2,3,0,0,143,72,120,1,2
87,22,263.8,103.4,208.1,8.5,3,0,0,65,115,109,3,50
96,31,183.4,195.5,180.1,10.5,1,0,0,126,106,93,5,4
55,0,175.6,161.8,289.5,9.3,0,0,0,147,118,55,4,23
130,0,242.5,102.8,142.4,9.3,2,0,0,101,114,89,2,0
34,0,151.0,131.4,186.6,9.9,0,0,0,102,101,86,7,45
139,0,138.1,164.5,134.9,8.3,1,0,0,103,100,63,2,5
109,0,264.7,305.0,197.4,9.5,1,1,0,69,120,86,9,26
65,31,282.3,152.0,225.5,12.0,1,0,0,70,89,93,4,41
63,0,211.2,237.7,259.2,12.3,0,0,0,80,93,58,2,29
152,0,197.1,130.1,78.1,7.4,3,0,0,126,76,100,4,46
147,0,205.3,166.7,240.6,7.8,1,0,0,95,128,84,4,28
112,22,181.8,228.1,262.7,9.2,2,0,0,110,123,141,4,10
120,0,252.0,150.2,151.8,9.6,2,0,0,120,106,96,1,37
27,0,193.8,118.9,135.9,9.2,0,0,0,102,104,124,3,26
171,0,231.2,188.7,206.9,12.3,1,0,0,135,74,124,1,50
101,33,200.1,188.9,205.1,15.5,0,0,0,108,122,90,4,10
32,26,266.7,232.3,212.8,16.3,1,0,0,109,107,98,4,49
3,36,118.1,221.5,103.9,11.9,2,0,0,117,125,89,6,6
151,0,175.3,144.3,160.2,11.8,0,0,0,106,87,88,5,14
60,0,125.1,248.8,211.3,11.2,3,0,0,99,62,79,3,5
43,0,241.9,129.4,264.8,5.9,1,0,0,101,121,104,3,18
42,0,241.2,116.5,152.2,10.6,0,0,0,134,114,91,4,19
84,0,217.1,236.0,118.3,9.4,1,0,0,99,68,120,4,15
65,0,195.4,181.2,178.5,8.9,0,0,0,110,109,105,4,34
75,0,222.4,327.0,208.0,8.7,1,1,1,78,111,104,9,43
116,0,189.5,189.8,205.8,13.1,1,0,0,90,118,83,2,16
107,0,123.1,158.4,256.1,9.3,0,0,0,100,82,82,5,49
189,38,256.7,150.5,123.0,11.4,3,0,0,98,120,87,3,29
123,0,159.1,241.6,202.4,6.5,1,0,0,94,119,120,1,28
110,0,100.1,233.3,204.4,11.1,3,0,0,90,93,57,8,0
176,0,223.2,214.4,154.4,10.1,3,0,0,76,131,80,2,21
108,0,187.4,199.9,216.1,12.6,1,0,0,101,126,107,8,40
13,21,315.6,208.9,260.1,12.1,3,0,0,105,71,123,3,23
71,0,277.5,131.8,126.9,8.2,1,0,0,104,121,101,2,5
88,0,189.8,197.3,234.5,14.9,2,0,0,111,101,111,3,16
137,0,147.2,192.8,172.7,10.2,1,0,0,119,91,105,4,25
92,29,155.4,188.5,254.9,8.0,3,0,0,110,104,118,4,31
96,0,97.6,105.5,220.2,11.6,1,0,0,98,118,105,9,26
156,0,178.8,178.4,169.2,7.5,1,0,0,94,97,77,3,2
63,0,149.3,273.6,206.6,9.1,0,0,0,104,75,72,4,47
98,0,216.8,190.8,187.5,11.0,0,0,0,86,114,79,9,12
121,0,103.3,129.1,167.1,10.7,0,0,0,110,82,113,3,49
94,0,139.4,159.1,128.2,7.7,0,0,0,95,92,129,3,39
99,0,191.2,163.9,243.6,14.1,1,0,0,110,102,114,3,16
163,23,160.0,189.4,229.9,10.4,1,0,0,104,64,118,7,26
161,0,221.7,193.0,194.1,6.5,3,0,0,95,82,113,4,24
99,0,62.9,231.0,168.9,8.5,1,0,0,81,64,121,5,11
108,0,215.6,195.3,194.4,3.6,1,0,0,78,119,65,5,5
84,42,165.3,223.5,260.8,7.6,3,0,0,97,118,72,7,6
83,32,94.7,154.4,200.4,10.6,2,0,1,111,98,109,6,13
139,0,203.2,152.5,197.8,9.7,2,0,0,81,99,76,3,7
69,0,195.3,216.7,259.9,12.5,3,0,0,70,108,119,4,42
158,0,222.8,203.0,210.6,6.9,2,0,0,101,128,106,2,45
168,22,175.9,211.7,174.5,7.3,2,0,0,70,105,81,5,41
115,0,249.9,242.5,151.7,15.3,1,1,1,95,104,121,6,49
57,30,234.5,195.2,268.8,11.4,2,0,1,130,116,94,4,10
67,0,210.7,219.2,179.7,7.2,1,0,0,116,86,83,6,3
127,0,182.3,169.9,184.0,9.3,1,0,0,124,110,116,3,0
78,0,190.3,194.5,256.5,11.7,2,0,0,88,89,109,5,0
100,38,177.1,163.7,242.7,7.4,0,0,0,88,108,72,2,6
113,0,215.6,193.4,105.4,13.5,1,0,0,96,127,115,3,17
129,36,192.8,177.0,216.5,16.4,1,0,0,103,83,118,5,37
57,0,149.3,200.2,231.7,11.9,2,0,0,100,110,101,3,42
82,0,143.7,170.7,287.7,7.8,1,0,0,116,99,95,5,49
64,0,224.8,190.0,221.4,9.2,1,0,0,111,101,110,2,31
86,39,261.2,214.2,154.9,12.7,2,0,0,122,101,101,5,25
151,26,196.5,175.8,221.8,13.4,0,0,0,98,111,124,5,21
94,0,271.2,202.6,221.6,11.5,3,1,0,105,105,51,3,50
90,0,207.2,292.5,226.3,8.0,2,0,0,121,104,103,1,50
48,0,300.4,133.2,197.4,7.2,2,0,0,94,103,94,5,15
85,37,229.6,132.3,211.9,9.5,2,0,0,123,90,76,8,32
93,20,187.5,169.8,175.3,12.1,1,0,1,110,94,127,4,31
169,0,57.1,199.7,274.7,6.5,3,0,1,98,78,103,6,7
91,0,145.0,175.8,223.7,16.7,2,1,1,89,102,151,3,17
68,0,159.5,240.8,210.3,11.4,1,0,0,123,93,76,3,16
101,0,190.7,208.6,203.8,8.8,1,0,0,72,103,111,8,22
158,0,202.0,163.5,195.4,10.4,1,0,0,126,86,84,6,18
78,0,191.7,241.4,203.5,9.1,1,0,0,122,88,86,5,26
119,26,161.3,250.3,142.4,6.6,1,0,0,97,110,92,8,47
120,0,150.6,119.0,232.9,6.4,1,0,0,85,128,123,2,22
155,0,184.6,196.0,226.5,7.8,1,0,0,102,117,122,1,17
106,0,220.7,270.2,121.6,8.7,1,0,0,120,95,113,5,18
87,0,167.3,198.5,133.1,11.0,1,0,1,119,119,88,6,32
146,32,154.0,185.5,148.2,8.2,3,0,0,80,91,107,4,1
101,29,121.1,186.4,241.7,10.1,0,0,0,116,100,75,6,24
22,23,182.1,164.6,128.8,12.7,3,0,0,94,59,102,4,5
90,0,109.6,137.6,159.7,11.0,2,0,0,88,108,121,5,43
41,0,209.9,121.9,253.7,9.6,1,0,0,105,105,104,4,34
69,0,167.5,242.1,101.2,11.4,2,0,0,76,92,103,4,37
112,0,115.8,243.3,184.6,13.1,1,0,0,108,111,78,5,44
108,30,276.6,220.1,177.9,9.8,2,0,0,99,113,95,6,18
136,21,179.4,181.1,320.7,9.5,2,0,0,88,97,120,4,33
128,0,187.3,270.8,206.4,10.1,1,0,0,84,95,68,5,27
27,0,201.2,227.2,145.8,8.4,2,0,0,128,100,91,3,27
33,35,186.8,261.0,317.8,15.0,0,0,0,124,69,103,5,42
120,31,153.5,219.1,237.4,11.4,0,0,0,83,96,76,4,9
113,0,187.6,208.2,158.9,8.7,2,0,0,97,118,101,6,4
122,0,230.9,243.2,182.4,11.0,0,1,1,132,99,57,2,38
148,26,244.9,118.0,236.0,15.2,2,0,0,150,138,91,4,49
74,0,230.9,223.0,157.8,9.7,3,0,0,93,78,101,2,31
106,0,187.1,250.2,144.9,11.0,1,0,0,104,117,81,3,26
179,0,170.7,191.1,214.6,13.3,1,0,0,54,108,107,4,23
77,0,189.5,207.0,214.1,9.2,0,0,0,112,95,91,7,13
127,0,176.9,167.9,182.2,7.7,1,1,1,110,100,138,2,19
80,0,161.1,198.8,228.4,10.6,1,0,0,99,81,116,4,37
106,0,169.4,197.2,202.2,10.7,1,0,0,107,71,79,4,26
61,20,254.4,161.7,251.4,10.5,0,0,0,133,96,91,4,1
135,24,127.7,215.0,234.3,5.8,2,0,1,54,105,84,4,28
167,0,219.1,242.9,168.9,10.1,2,0,1,100,90,101,4,28
107,0,273.5,183.8,153.8,11.0,2,0,1,104,68,67,9,25
112,0,161.9,200.9,134.0,10.7,1,0,1,138,114,134,4,49
35,27,241.7,142.0,288.9,9.4,1,0,0,87,101,68,4,48
103,0,62.8,170.4,280.2,9.4,3,0,1,124,66,78,4,16
107,22,281.1,143.7,239.4,11.2,1,0,0,83,130,128,9,24
69,0,228.2,263.7,142.6,10.7,3,0,0,70,80,60,5,38
85,0,209.8,194.5,200.4,11.3,0,0,0,82,94,85,3,41
24,0,265.6,208.8,182.5,11.1,2,1,0,86,102,105,6,31
90,0,214.9,117.8,133.7,11.8,2,0,0,97,117,78,2,1
137,0,110.5,223.2,169.5,10.5,3,0,0,79,111,64,3,21
92,45,281.1,198.0,94.3,7.5,0,0,1,88,103,76,3,3
38,0,137.8,286.3,167.0,14.1,2,0,0,86,76,77,3,46
69,33,271.5,253.4,165.4,8.2,1,1,1,98,102,85,2,33
45,0,112.8,218.8,240.2,9.0,2,0,0,108,120,106,3,48
73,0,187.3,239.7,167.5,15.1,1,0,0,118,90,108,2,11
92,0,197.0,269.3,158.9,10.8,1,0,0,84,105,105,4,8
113,32,180.4,129.4,166.9,8.4,1,0,0,89,124,124,2,3
68,0,148.5,219.4,198.5,14.5,1,1,1,126,125,121,7,45
135,22,197.1,259.4,134.7,14.6,2,0,0,113,95,135,5,10
100,26,153.7,137.8,213.5,15.9,1,0,0,115,146,104,5,3
96,27,261.3,220.9,179.4,11.3,1,0,0,96,101,97,2,23
108,0,246.2,202.4,180.1,9.4,1,0,0,102,134,95,5,21
84,0,191.0,318.8,247.3,6.5,0,0,0,88,119,79,4,9
134,0,208.3,253.6,291.0,12.6,1,0,0,86,89,86,3,47
72,0,253.0,219.3,210.8,9.8,0,0,0,73,78,89,4,26
83,0,202.3,201.5,101.7,6.8,0,0,0,87,111,82,4,1
137,0,174.4,156.3,136.5,10.2,0,0,0,120,98,121,5,49
56,30,127.1,172.1,194.6,12.1,1,0,0,89,116,111,3,10
61,16,143.5,242.6,147.7,11.3,0,0,1,76,58,95,3,35
171,17,186.9,240.0,200.9,5.8,1,0,0,94,138,64,3,8
123,0,194.0,242.0,146.3,12.1,1,0,0,118,114,108,4,29
58,0,234.8,106.8,178.5,9.9,0,0,0,89,131,122,6,9
156,0,123.7,103.0,189.4,13.1,1,0,0,96,80,82,4,0
166,0,173.9,276.4,190.8,15.3,0,0,0,103,83,113,5,48
75,41,130.9,203.4,171.7,12.4,1,0,0,115,110,68,4,47
75,0,314.6,169.8,285.1,5.7,2,1,0,102,86,100,3,17
83,0,227.9,207.5,211.7,12.1,1,0,0,78,115,100,5,35
153,0,185.3,208.0,206.1,15.1,1,0,0,127,73,124,3,32
150,0,146.3,202.7,234.7,13.1,1,0,0,133,95,103,3,23
92,16,184.0,76.4,185.1,12.7,2,0,0,99,134,96,3,49
134,0,178.0,153.8,236.6,11.7,1,0,0,110,64,105,4,1
77,24,149.4,123.9,174.3,10.1,1,0,0,74,72,84,6,38
147,0,209.4,132.5,149.4,11.3,2,0,0,104,78,123,3,8
74,0,172.1,211.7,182.2,11.6,1,0,0,105,99,105,6,24
138,0,169.3,217.9,184.2,9.4,1,0,1,82,147,77,9,14
143,0,119.1,287.7,223.0,12.2,0,0,0,117,136,100,4,9
64,0,194.2,173.4,268.7,5.5,2,0,0,147,87,114,2,11
120,0,198.8,230.1,119.8,9.9,2,0,0,56,73,81,3,21
121,0,167.7,93.7,241.3,13.4,3,1,1,94,121,115,1,5
88,0,202.2,216.8,239.4,11.8,2,0,0,86,93,99,2,30
87,0,322.5,204.6,186.2,9.4,2,1,0,106,93,128,4,40
100,0,216.2,215.6,138.4,10.2,0,0,0,107,84,127,3,15
104,0,76.4,115.6,226.3,9.4,3,0,0,116,74,94,3,9
81,31,210.4,225.5,168.7,9.7,0,0,0,100,97,120,4,14
107,28,201.8,304.9,225.6,11.9,1,0,0,79,128,133,8,46
88,17,219.5,222.1,188.3,16.1,1,0,0,78,94,92,5,7
111,0,99.3,270.5,225.3,9.0,3,0,0,112,136,94,6,46
102,0,224.7,129.4,167.6,15.8,1,0,0,81,112,109,6,1
146,19,176.6,162.7,215.5,14.6,1,0,0,88,66,98,6,28
96,0,180.6,190.9,295.6,10.3,1,1,0,92,114,125,4,29
70,31,125.9,196.4,252.7,10.3,1,0,0,101,102,75,4,28
149,0,237.6,192.4,207.4,9.1,0,0,0,79,107,111,9,21
129,0,198.4,264.7,111.4,9.2,2,0,0,91,106,101,2,14
136,0,199.6,211.4,72.4,11.0,3,1,1,89,96,84,4,19
149,0,217.7,273.5,226.9,9.6,3,0,0,91,74,99,3,16
70,0,134.7,235.9,260.2,7.6,3,0,0,96,90,113,6,39
66,0,256.3,180.2,187.3,6.2,2,0,0,135,106,135,7,12
104,0,183.6,120.7,215.1,12.7,1,0,0,133,98,112,2,50
160,0,176.2,196.0,263.9,9.2,1,0,0,90,115,95,4,33
129,37,205.0,165.4,185.0,11.7,1,0,0,94,103,81,8,48
93,0,267.9,223.0,262.7,11.3,3,1,0,114,74,90,3,1
169,0,179.2,175.2,228.6,9.9,2,0,0,111,130,92,6,11
58,0,149.4,196.5,209.5,14.9,1,0,0,145,105,108,3,24
155,0,165.4,183.7,80.2,8.9,3,0,0,108,103,108,4,6
119,27,220.1,268.2,146.5,11.1,0,0,0,128,133,80,3,35
86,0,141.3,154.3,210.6,8.2,1,0,0,72,95,91,5,33
42,0,196.5,241.3,143.2,4.0,0,0,0,89,123,105,7,20
127,0,180.9,209.5,249.9,7.4,2,0,1,114,118,105,4,29
123,0,105.0,251.6,258.0,14.9,0,0,0,150,90,93,5,35
149,43,206.7,174.6,241.5,10.9,1,0,0,79,122,80,3,36
160,0,166.8,236.0,307.6,9.3,1,0,0,109,117,77,1,19
132,15,154.6,245.6,148.6,9.1,1,0,0,128,106,90,4,11
137,0,127.0,323.2,143.9,7.5,1,0,0,107,75,127,2,5
129,0,267.4,204.2,111.7,5.9,1,0,1,78,85,146,4,9
32,0,171.2,185.6,203.3,10.2,1,0,0,82,102,64,7,50
86,0,124.1,202.6,289.6,6.7,3,0,0,82,120,119,8,10
130,0,162.8,290.3,114.9,7.2,1,0,0,113,111,140,3,9
73,0,254.8,143.4,153.9,15.0,2,0,0,85,80,102,7,8
66,26,254.9,243.2,190.8,5.4,2,0,0,108,135,95,3,21
103,31,107.7,188.9,196.2,8.9,0,0,0,124,104,98,3,7
128,0,158.8,264.8,270.0,7.6,1,0,0,75,91,77,7,12
104,0,182.9,239.6,229.8,5.5,2,0,0,113,85,104,4,5
124,0,178.4,233.6,179.4,12.0,0,0,0,72,134,91,2,46
87,0,110.9,158.5,207.5,6.2,1,0,0,91,115,131,5,3
109,27,166.9,221.2,197.3,12.3,1,1,0,85,92,97,4,18
106,0,165.3,210.0,187.2,8.5,2,0,0,118,101,93,3,20
125,0,126.7,155.5,206.2,14.4,2,0,0,113,131,112,7,46
108,35,215.9,200.6,195.4,15.5,0,0,0,106,107,107,7,7
125,0,140.1,209.6,264.1,8.0,1,0,0,132,126,77,2,50
89,32,209.9,249.8,224.2,8.7,1,0,0,113,104,92,7,45
72,29,139.8,138.2,221.0,5.5,0,0,1,114,91,88,6,45
73,0,214.2,196.8,157.9,5.9,0,0,0,90,78,112,8,48
61,0,260.0,210.5,234.7,9.0,1,1,0,123,127,70,3,20
73,0,213.0,188.8,136.2,13.5,0,0,0,95,104,89,3,46
118,24,118.1,109.6,245.5,16.9,1,0,0,83,72,73,2,44
127,25,82.2,163.3,264.9,5.1,0,0,0,95,109,104,6,27
42,32,163.8,177.8,190.4,8.1,0,0,0,80,123,106,5,31
45,0,159.8,120.4,163.0,10.6,2,0,0,91,86,93,3,12
50,24,214.3,289.8,312.5,10.6,1,0,0,129,55,130,4,10
179,0,287.3,288.0,266.0,10.5,0,1,0,123,114,112,4,24
152,0,101.2,141.6,198.5,7.5,2,0,0,122,87,124,3,24
105,0,102.8,281.7,228.1,13.2,2,0,0,74,125,113,5,50
72,0,109.1,115.7,295.8,8.3,0,0,0,97,96,84,6,11
125,0,203.4,128.7,190.5,11.0,1,0,0,110,97,113,4,43
143,0,110.1,169.0,166.7,9.2,1,0,0,113,59,94,2,45
1,0,144.8,112.5,218.7,13.8,1,0,0,107,66,79,3,25
60,0,135.4,205.9,204.0,7.9,1,0,0,134,85,103,4,17
43,0,84.2,80.8,196.1,10.8,1,0,0,134,103,79,2,27
143,0,209.1,106.1,179.6,14.0,0,0,0,127,80,90,6,33
81,24,130.1,196.0,139.3,11.4,0,0,0,117,61,123,5,44
205,24,175.8,155.0,180.7,7.8,2,0,0,139,98,64,5,21
24,0,241.9,145.2,214.5,6.6,1,0,0,104,112,105,5,11
74,0,136.7,228.6,265.3,9.8,0,0,0,106,105,114,4,35
77,0,67.7,195.7,236.5,12.0,1,0,0,68,86,137,2,49
74,0,200.4,309.2,152.1,10.0,1,0,0,87,105,118,2,36
74,0,125.8,207.7,207.4,14.1,1,1,1,103,96,143,4,17
200,0,128.2,133.2,177.6,11.2,1,0,0,87,105,123,2,1
91,37,162.3,233.9,277.4,9.2,0,0,0,107,115,94,4,29
76,0,224.4,147.9,183.8,6.7,2,0,0,121,97,74,2,7
